,id,host_acceptance_rate,host_is_superhost,neighbourhood,latitude,longitude,room_type,accommodates,bedrooms,beds,amenities,price_in_dollar,minimum_nights,maximum_nights,has_availability,availability_30,number_of_reviews_l30d,review_scores_rating,instant_bookable,price_per_person,minimum_price,discount_per_5_days_booked,discount_per_10_days_booked,discount_per_30_and_more_days_booked,service_cost,available,five_day_dollar_price
1203,22605745,0.82,True,Oud-Oost,52.38,4.92,Private room,1,1,1,6,71.0,28,1125,True,7,1,4,True,71.0,1988.0,0.05,0.13,0.17,2.99,0.3506849315068493,312.1232876712329
1204,22609716,0.74,True,De Pijp - Rivierenbuurt,52.34,4.9,Entire home/apt,4,2,4,11,285.0,3,14,True,0,0,5,True,71.25,855.0,0.09,0.15,0.18,4.99,0.0,1425.0
1205,22620752,0.28,True,Zuid,52.34,4.855,Entire home/apt,2,1,1,10,99.0,3,30,True,0,0,4,True,49.5,297.0,0.06,0.15,0.15,4.99,0.0,495.0
1206,22627191,1.0,True,IJburg - Zeeburgereiland,52.34,5.01,Entire home/apt,4,2,3,5,170.0,3,20,True,0,0,4,True,42.5,510.0,0.06,0.21,0.24,4.99,0.0136986301369863,850.0
1207,22643412,0.61,True,Centrum-Oost,52.38,4.918,Private room,4,1,3,12,250.0,4,88,True,1,2,4,True,62.5,1000.0,0.14,0.18,0.2,4.99,0.4794520547945205,1102.3287671232877
1208,22663747,0.33,True,IJburg - Zeeburgereiland,52.34,4.992,Entire home/apt,3,2,3,11,206.0,4,1125,True,0,0,4,True,68.7,824.0,0.07,0.16,0.19,4.99,0.01643835616438356,1044.6575342465753
1209,22670599,0.51,True,De Pijp - Rivierenbuurt,52.34,4.906,Entire home/apt,2,1,1,6,220.0,4,1124,True,0,0,5,True,110.0,880.0,0.07,0.25,0.25,4.99,0.0,1100.0
1210,22679414,1.0,True,Oostelijk Havengebied - Indische Buurt,52.38,4.94,Private room,4,1,2,7,150.0,3,14,True,2,7,4,True,37.5,450.0,0.09,0.13,0.18,4.99,0.005479452054794521,853.2739726027397
1211,22697827,0.56,True,De Pijp - Rivierenbuurt,52.34,4.902,Private room,2,1,2,4,81.0,3,60,True,0,5,5,True,40.5,243.0,0.06,0.09,0.15,4.99,0.024657534246575342,438.24657534246575
1212,22712436,0.64,True,Centrum-Oost,52.38,4.92,Entire home/apt,2,1,1,12,180.0,5,1125,True,0,0,5,True,90.0,900.0,0.08,0.17,0.16,4.99,0.0,900.0
1213,22716592,0.0,True,Zuid,52.34,4.848,Entire home/apt,4,2,4,15,395.0,4,14,True,0,0,5,True,98.75,1580.0,0.1,0.19,0.27,4.99,0.6767123287671233,1975.0
1214,22732874,0.2,True,Oud-Noord,52.38,4.902,Entire home/apt,16,8,16,31,814.0,2,1125,True,11,1,4,True,50.88,1628.0,0.1,0.38,0.27,10.99,0.6301369863013698,4069.8630136986303
1215,22758348,1.0,True,De Pijp - Rivierenbuurt,52.34,4.902,Entire home/apt,4,2,3,10,225.0,3,1125,True,3,4,4,True,56.25,675.0,0.12,0.21,0.28,4.99,0.7178082191780822,1034.7534246575342
1216,22822451,1.0,True,De Baarsjes - Oud-West,52.38,4.848,Entire home/apt,2,1,1,10,153.0,1,365,True,0,0,4,True,76.5,153.0,0.07,0.19,0.18,4.99,0.0027397260273972603,778.3698630136986
1217,22853545,0.7,True,Westerpark,52.38,4.87,Entire home/apt,4,2,3,5,189.0,3,1125,True,0,0,5,True,47.25,567.0,0.08,0.17,0.22,4.99,0.0,945.0
1218,22872252,0.89,True,Centrum-West,52.38,4.883,Entire home/apt,4,2,3,19,448.0,1,28,True,0,1,4,True,112.0,448.0,0.07,0.14,0.24,10.99,0.4246575342465753,2375.150684931507
1219,22883559,0.25,True,Noord-West,52.4,4.906,Entire home/apt,6,3,5,13,175.0,6,1125,True,0,0,5,True,29.17,1050.0,0.09,0.17,0.18,4.99,0.19452054794520549,875.0
1220,22896629,1.0,True,Watergraafsmeer,52.34,4.94,Entire home/apt,4,2,4,9,205.0,4,1125,True,0,0,5,True,51.25,820.0,0.11,0.18,0.23,4.99,0.0273972602739726,1278.0
1221,22966086,0.92,True,Oud-Noord,52.4,4.926,Entire home/apt,2,1,1,1,95.0,7,21,True,0,0,4,True,47.5,665.0,0.05,0.12,0.14,4.99,0.0027397260273972603,475.1095890410959
1222,22975936,0.71,True,Centrum-West,52.38,4.883,Private room,4,1,1,5,122.0,3,8,True,2,4,4,True,30.5,366.0,0.05,0.14,0.2,4.99,0.06027397260273973,788.0410958904109
1223,23059863,1.0,True,Centrum-Oost,52.38,4.91,Entire home/apt,2,1,2,12,225.0,6,1125,True,0,0,5,True,112.5,1350.0,0.07,0.24,0.27,4.99,0.03561643835616438,1154.6301369863013
1224,23083927,0.67,True,De Pijp - Rivierenbuurt,52.34,4.89,Entire home/apt,5,3,3,9,250.0,3,14,True,3,1,4,True,50.0,750.0,0.09,0.11,0.23,4.99,0.06575342465753424,1253.7671232876712
1225,23105158,0.5,True,De Baarsjes - Oud-West,52.38,4.867,Entire home/apt,3,2,3,9,225.0,3,1125,True,0,0,4,True,75.0,675.0,0.12,0.23,0.19,4.99,0.1178082191780822,1242.3287671232877
1226,23105451,0.0,True,Noord-West,52.4,4.9,Entire home/apt,4,2,4,13,302.0,5,1125,True,0,0,5,True,75.5,1510.0,0.09,0.16,0.39,4.99,0.873972602739726,1509.2465753424658
1227,23105565,0.71,True,De Baarsjes - Oud-West,52.38,4.87,Private room,2,1,1,3,75.0,7,1125,True,0,0,4,True,37.5,525.0,0.04,0.1,0.16,4.99,0.0,375.0
1228,23266609,0.5,True,De Baarsjes - Oud-West,52.38,4.848,Private room,2,1,1,7,73.0,3,1125,True,0,0,4,True,36.5,219.0,0.05,0.09,0.16,2.99,0.0,365.0
1229,23272847,0.52,True,Slotervaart,52.38,4.84,Entire home/apt,4,2,2,5,213.0,4,1125,True,0,0,4,True,53.25,852.0,0.1,0.17,0.23,4.99,0.0,957.013698630137
1230,23326462,0.14,True,De Baarsjes - Oud-West,52.38,4.863,Entire home/apt,5,3,4,5,190.0,3,16,True,0,0,4,True,38.0,570.0,0.06,0.13,0.23,4.99,0.0,950.2739726027397
1231,23364006,0.25,True,Oud-Noord,52.4,4.914,Entire home/apt,4,2,2,5,123.0,6,7,True,0,0,4,True,30.75,738.0,0.06,0.08,0.16,4.99,0.0,614.2465753424658
1232,23390929,1.0,True,De Baarsjes - Oud-West,52.38,4.87,Private room,2,1,1,3,122.0,3,28,True,1,4,4,True,61.0,366.0,0.05,0.13,0.2,4.99,0.2410958904109589,649.945205479452
1233,23414875,0.2,True,IJburg - Zeeburgereiland,52.34,4.992,Entire home/apt,4,2,4,6,180.0,5,21,True,0,0,5,True,45.0,900.0,0.08,0.23,0.18,4.99,0.4684931506849315,910.2739726027397
1234,23444823,1.0,True,Westerpark,52.38,4.875,Entire home/apt,2,1,1,3,149.0,3,30,True,0,0,4,True,74.5,447.0,0.07,0.16,0.17,4.99,0.0,745.0
1235,23552547,0.99,True,De Pijp - Rivierenbuurt,52.34,4.902,Entire home/apt,4,2,3,4,200.0,3,1125,True,1,3,4,True,50.0,600.0,0.07,0.14,0.2,4.99,0.6301369863013698,1028.4794520547946
1236,23558784,0.97,True,De Aker - Nieuw Sloten,52.34,4.79,Private room,1,1,1,1,49.0,28,92,True,5,0,4,True,49.0,1372.0,0.1,0.08,0.14,0.99,0.821917808219178,245.82191780821918
1237,23593065,0.47,True,Westerpark,52.38,4.875,Entire home/apt,2,1,1,9,200.0,2,1125,True,2,0,4,True,100.0,400.0,0.09,0.15,0.23,4.99,0.005479452054794521,781.972602739726
1238,23606967,0.15,True,De Pijp - Rivierenbuurt,52.34,4.91,Entire home/apt,2,1,1,6,150.0,4,1125,True,0,0,5,True,75.0,600.0,0.08,0.12,0.21,4.99,0.00821917808219178,772.3287671232877
1239,23607656,1.0,True,De Baarsjes - Oud-West,52.38,4.85,Entire home/apt,2,1,1,6,90.0,3,30,True,0,0,4,True,45.0,270.0,0.07,0.12,0.16,4.99,0.0,478.5068493150685
1240,23628998,1.0,True,De Baarsjes - Oud-West,52.38,4.855,Entire home/apt,2,1,1,8,249.0,7,1125,True,0,0,4,True,124.5,1743.0,0.06,0.16,0.21,4.99,0.0,1245.0
1241,23642726,0.85,True,Centrum-West,52.38,4.887,Entire home/apt,4,2,4,10,275.0,3,30,True,0,0,4,True,68.75,825.0,0.1,0.2,0.19,4.99,0.13424657534246576,1375.0
1242,23647380,1.0,True,Centrum-Oost,52.38,4.9,Entire home/apt,2,1,1,1,95.0,3,90,True,0,2,4,True,47.5,285.0,0.04,0.11,0.15,4.99,0.0,634.013698630137
1243,23647458,0.0,True,De Baarsjes - Oud-West,52.38,4.867,Entire home/apt,4,2,2,7,260.0,4,21,True,0,0,4,True,65.0,1040.0,0.07,0.13,0.29,4.99,0.0,1300.0
1244,23662346,0.48,True,Centrum-Oost,52.38,4.918,Entire home/apt,4,2,3,11,225.0,3,30,True,2,3,4,True,56.25,675.0,0.09,0.15,0.27,4.99,0.005479452054794521,1125.0
1245,23678341,0.75,True,Bos en Lommer,52.38,4.848,Entire home/apt,4,2,3,16,350.0,3,14,True,0,1,4,True,87.5,1050.0,0.1,0.16,0.3,4.99,0.0,1750.0
1246,23728825,0.48,True,De Baarsjes - Oud-West,52.38,4.867,Entire home/apt,2,1,1,6,108.0,3,1125,True,0,0,5,True,54.0,324.0,0.05,0.2,0.21,4.99,0.0,594.082191780822
1247,23729261,0.0,True,De Pijp - Rivierenbuurt,52.34,4.895,Private room,2,1,1,7,89.0,3,1124,True,0,0,4,True,44.5,267.0,0.06,0.08,0.16,4.99,0.0,445.0
1248,23776178,0.76,True,Centrum-West,52.38,4.88,Entire home/apt,4,2,2,13,400.0,4,1125,True,0,0,4,True,100.0,1600.0,0.13,0.11,0.27,10.99,0.0,2000.0
1249,23784352,0.64,True,Centrum-West,52.38,4.89,Private room,2,1,2,8,164.0,2,180,True,1,6,5,True,82.0,328.0,0.07,0.19,0.16,4.99,0.0027397260273972603,822.068493150685
1250,23802729,0.0,True,Noord-West,52.4,4.902,Entire home/apt,5,3,4,11,250.0,3,60,True,0,0,5,True,50.0,750.0,0.07,0.15,0.11,4.99,0.0,1250.0
1251,23806047,0.69,True,De Baarsjes - Oud-West,52.38,4.86,Entire home/apt,4,2,2,8,200.0,4,8,True,0,0,4,True,50.0,800.0,0.12,0.13,0.23,4.99,0.0,1210.0958904109589
1252,23815895,0.56,True,Centrum-West,52.38,4.887,Private room,2,1,2,13,190.0,3,21,True,2,2,5,True,95.0,570.0,0.08,0.2,0.21,4.99,0.005479452054794521,950.0
1253,23832372,0.8,True,Bos en Lommer,52.38,4.848,Entire home/apt,2,1,1,3,125.0,2,1125,True,2,1,4,True,62.5,250.0,0.06,0.15,0.2,4.99,0.019178082191780823,720.068493150685
1254,23852143,1.0,True,De Baarsjes - Oud-West,52.38,4.875,Entire home/apt,2,1,1,7,234.0,1000,1001,True,0,2,5,True,117.0,234000.0,0.07,0.17,0.21,4.99,0.0,1194.4794520547946
1255,23896625,1.0,True,Watergraafsmeer,52.34,4.93,Private room,4,1,2,6,158.0,2,7,True,0,3,4,True,39.5,316.0,0.09,0.23,0.18,4.99,0.5671232876712329,760.7945205479452
1256,23971011,0.73,True,De Pijp - Rivierenbuurt,52.34,4.89,Entire home/apt,4,2,3,9,180.0,4,28,True,0,1,5,True,45.0,720.0,0.08,0.13,0.22,4.99,0.0,996.3698630136986
1257,23984557,1.0,True,Watergraafsmeer,52.34,4.94,Entire home/apt,2,1,3,9,200.0,3,7,True,0,0,5,True,100.0,600.0,0.05,0.14,0.19,4.99,0.0,1000.0
1258,24003503,1.0,True,Noord-West,52.4,4.87,Entire home/apt,8,4,7,14,228.0,1,180,True,9,2,4,True,28.5,228.0,0.08,0.18,0.26,4.99,0.13972602739726028,1049.986301369863
1259,24018750,0.72,True,Oud-Noord,52.38,4.914,Private room,2,1,2,5,165.0,3,1125,True,0,0,5,True,82.5,495.0,0.07,0.16,0.23,4.99,0.0,825.0
1260,24068988,1.0,True,Oostelijk Havengebied - Indische Buurt,52.38,4.94,Private room,4,1,3,8,179.0,7,31,True,1,2,4,True,44.75,1253.0,0.07,0.19,0.16,4.99,0.03561643835616438,893.6986301369863
1261,24134953,0.81,True,Centrum-West,52.38,4.887,Private room,2,1,1,3,135.0,3,60,True,1,0,4,True,67.5,405.0,0.06,0.16,0.18,4.99,0.7863013698630137,724.2191780821918
1262,24137393,1.0,True,Bijlmer-Centrum,52.3,4.96,Private room,2,1,1,5,63.0,1,15,True,0,1,4,True,31.5,63.0,0.05,0.07,0.15,2.99,0.043835616438356165,276.73972602739724
1263,24217698,0.84,True,Centrum-Oost,52.38,4.88,Private room,4,1,2,14,389.0,2,180,True,3,4,4,True,97.25,778.0,0.12,0.19,0.26,4.99,0.852054794520548,3443.095890410959
1264,24238949,0.0,True,De Baarsjes - Oud-West,52.38,4.855,Entire home/apt,3,2,2,2,120.0,3,3,True,0,0,5,True,40.0,360.0,0.07,0.15,0.16,4.99,0.0,600.0
1265,24276106,0.25,True,Centrum-West,52.38,4.88,Entire home/apt,4,2,4,3,150.0,4,14,True,0,0,5,True,37.5,600.0,0.09,0.15,0.22,4.99,0.030136986301369864,805.2054794520548
1266,24284070,0.69,True,De Pijp - Rivierenbuurt,52.34,4.89,Entire home/apt,4,2,2,13,350.0,3,1124,True,2,0,4,True,87.5,1050.0,0.09,0.19,0.29,4.99,0.019178082191780823,1757.972602739726
1267,24305993,0.76,True,Centrum-West,52.38,4.88,Private room,2,1,1,9,166.0,3,30,True,8,1,4,True,83.0,498.0,0.06,0.19,0.17,4.99,0.2136986301369863,1014.3835616438356
1268,24362175,0.77,True,Bos en Lommer,52.38,4.86,Entire home/apt,4,2,2,9,300.0,4,30,True,3,0,4,True,75.0,1200.0,0.06,0.2,0.2,4.99,0.00821917808219178,1492.1917808219177
1269,24504360,0.84,True,Centrum-West,52.38,4.883,Entire home/apt,3,2,1,13,201.0,4,1122,True,2,1,4,True,67.0,804.0,0.08,0.1,0.25,4.99,0.1232876712328767,1058.9178082191781
1270,24507312,0.77,True,De Baarsjes - Oud-West,52.38,4.88,Entire home/apt,2,1,1,11,180.0,3,30,True,4,0,4,True,90.0,540.0,0.08,0.19,0.2,4.99,0.03561643835616438,1067.4931506849316
1271,24534357,0.5,True,IJburg - Zeeburgereiland,52.34,5.004,Entire home/apt,4,2,5,9,275.0,3,14,True,0,0,5,True,68.75,825.0,0.12,0.22,0.24,4.99,0.0136986301369863,1389.3835616438357
1272,24556511,0.74,True,Centrum-West,52.38,4.883,Private room,4,1,3,9,259.0,3,1125,True,7,3,4,True,64.75,777.0,0.16,0.17,0.26,4.99,0.5342465753424658,1275.2191780821918
1273,24565009,0.88,True,IJburg - Zeeburgereiland,52.38,4.965,Entire home/apt,4,2,2,6,200.0,6,1125,True,0,2,4,True,50.0,1200.0,0.11,0.15,0.3,4.99,0.030136986301369864,1204.6301369863013
1274,24590980,0.75,True,De Baarsjes - Oud-West,52.38,4.867,Entire home/apt,2,1,1,3,150.0,3,365,True,0,0,4,True,75.0,450.0,0.09,0.1,0.18,4.99,0.0,639.7123287671233
1275,24591991,1.0,True,De Baarsjes - Oud-West,52.34,4.86,Entire home/apt,2,1,1,8,171.0,3,8,True,0,0,4,True,85.5,513.0,0.08,0.15,0.17,4.99,0.0,856.986301369863
1276,24602294,0.94,True,Centrum-Oost,52.38,4.926,Private room,2,1,1,9,114.0,3,1125,True,4,3,4,True,57.0,342.0,0.08,0.16,0.18,4.99,0.14794520547945206,582.3424657534247
1277,24615144,0.59,True,Centrum-Oost,52.38,4.887,Entire home/apt,4,2,2,18,428.0,7,1125,True,12,1,4,True,107.0,2996.0,0.09,0.17,0.28,10.99,0.7232876712328767,2021.9178082191781
1278,24615621,1.0,True,Geuzenveld - Slotermeer,52.38,4.777,Entire home/apt,4,2,3,7,155.0,3,1125,True,0,0,4,True,38.75,465.0,0.08,0.12,0.17,4.99,0.0,773.4931506849315
1279,24646128,0.89,True,IJburg - Zeeburgereiland,52.34,4.996,Private room,2,1,1,1,80.0,3,5,True,0,0,5,True,40.0,240.0,0.04,0.13,0.16,4.99,0.0684931506849315,400.0
1280,24682460,1.0,True,Noord-West,52.4,4.902,Entire home/apt,4,2,2,5,130.0,6,1125,True,0,0,4,True,32.5,780.0,0.06,0.18,0.2,4.99,0.005479452054794521,653.082191780822
1281,24712459,0.25,True,Centrum-West,52.38,4.883,Entire home/apt,2,1,1,7,130.0,6,15,True,1,0,4,True,65.0,780.0,0.07,0.19,0.18,4.99,0.0027397260273972603,650.0
1282,24722485,1.0,True,Oostelijk Havengebied - Indische Buurt,52.38,4.94,Entire home/apt,4,2,2,3,136.0,3,1125,True,0,0,4,True,34.0,408.0,0.07,0.11,0.18,4.99,0.0,678.4931506849315
1283,24730066,1.0,True,Oostelijk Havengebied - Indische Buurt,52.38,4.938,Entire home/apt,4,2,2,4,140.0,3,60,True,0,0,4,True,35.0,420.0,0.06,0.19,0.21,4.99,0.0,700.0
1284,24743141,0.92,True,De Pijp - Rivierenbuurt,52.34,4.9,Entire home/apt,4,2,3,8,390.0,5,1125,True,3,0,4,True,97.5,1950.0,0.01,0.13,0.24,4.99,0.06575342465753424,1992.6301369863013
1285,24766967,0.78,True,De Pijp - Rivierenbuurt,52.34,4.887,Private room,2,1,1,4,120.0,5,1125,True,6,2,4,True,60.0,600.0,0.05,0.11,0.18,4.99,0.06301369863013699,479.64383561643837
1286,24827860,0.73,True,De Pijp - Rivierenbuurt,52.34,4.887,Entire home/apt,2,1,1,4,186.0,3,1125,True,0,0,4,True,93.0,558.0,0.07,0.08,0.18,4.99,0.0,900.6164383561644
1287,24840523,0.43,True,Bos en Lommer,52.38,4.855,Entire home/apt,2,1,1,3,95.0,3,30,True,0,0,5,True,47.5,285.0,0.08,0.12,0.16,4.99,0.0,475.0
1288,24901304,1.0,True,Noord-Oost,52.4,4.93,Entire home/apt,6,3,4,7,195.0,3,9,True,3,2,4,True,32.5,585.0,0.06,0.14,0.21,4.99,0.1917808219178082,981.1643835616438
1289,24925828,0.33,True,Oud-Oost,52.38,4.93,Entire home/apt,2,1,1,12,265.0,4,1125,True,14,0,5,True,132.5,1060.0,0.13,0.2,0.29,4.99,0.16164383561643836,1325.0
1290,24965334,1.0,True,Geuzenveld - Slotermeer,52.38,4.824,Entire home/apt,4,2,2,5,120.0,5,7,True,0,0,4,True,30.0,600.0,0.07,0.12,0.16,4.99,0.0,600.0
1291,24981353,0.93,True,De Pijp - Rivierenbuurt,52.34,4.895,Entire home/apt,4,2,2,16,445.0,7,365,True,1,1,4,True,111.25,3115.0,0.1,0.13,0.29,10.99,0.27123287671232876,1595.6575342465753
1292,24998819,0.89,True,IJburg - Zeeburgereiland,52.34,4.996,Private room,2,1,1,1,80.0,3,4,True,0,2,5,True,40.0,240.0,0.06,0.14,0.15,4.99,0.057534246575342465,401.986301369863
1293,25004866,1.0,True,Centrum-West,52.38,4.883,Entire home/apt,4,2,2,10,307.0,7,1124,True,1,1,4,True,76.75,2149.0,0.15,0.18,0.2,4.99,0.0027397260273972603,1532.7671232876712
1294,25011380,0.35,True,Slotervaart,52.38,4.84,Entire home/apt,2,1,1,5,130.0,3,25,True,0,0,4,True,65.0,390.0,0.06,0.11,0.16,4.99,0.0,650.0
1295,25021801,0.0,True,IJburg - Zeeburgereiland,52.34,4.992,Entire home/apt,4,2,2,11,229.0,3,21,True,0,0,5,True,57.25,687.0,0.08,0.21,0.22,4.99,0.0027397260273972603,1145.0
1296,25023128,0.58,True,Oud-Noord,52.4,4.906,Entire home/apt,2,1,1,1,90.0,3,1124,True,0,2,5,True,45.0,270.0,0.06,0.14,0.15,4.99,0.0,558.8356164383562
1297,25051800,1.0,True,Bijlmer-Centrum,52.3,4.957,Entire home/apt,4,2,5,7,183.0,5,28,True,11,0,4,True,45.75,915.0,0.07,0.17,0.25,4.99,0.12876712328767123,1137.164383561644
1298,25159692,1.0,True,Oostelijk Havengebied - Indische Buurt,52.38,4.938,Entire home/apt,2,1,1,2,90.0,5,14,True,0,0,5,True,45.0,450.0,0.06,0.09,0.15,4.99,0.0,493.82191780821915
1299,25162622,0.62,True,Centrum-West,52.38,4.89,Private room,2,1,1,6,126.0,3,1120,True,2,4,4,True,63.0,378.0,0.07,0.11,0.19,4.99,0.07397260273972603,624.027397260274
1300,25179644,0.98,True,Centrum-Oost,52.38,4.902,Private room,2,1,1,6,177.0,1,365,True,1,0,4,True,88.5,177.0,0.08,0.27,0.18,4.99,0.6520547945205479,1003.3150684931506
1301,25273911,0.88,True,De Pijp - Rivierenbuurt,52.34,4.89,Entire home/apt,3,2,4,14,180.0,30,90,True,0,0,4,True,60.0,5400.0,0.07,0.22,0.19,4.99,0.0027397260273972603,1406.3013698630136
1302,25310162,0.84,True,Centrum-West,52.38,4.895,Private room,2,1,1,5,116.0,1,1125,True,3,4,4,True,58.0,116.0,0.05,0.12,0.21,4.99,0.1095890410958904,578.2191780821918
1303,25310429,1.0,True,Centrum-West,52.38,4.895,Private room,2,1,1,9,129.0,1,1125,True,5,5,4,True,64.5,129.0,0.07,0.19,0.16,4.99,0.08493150684931507,646.1232876712329
1304,25336232,0.31,True,Centrum-Oost,52.38,4.887,Entire home/apt,2,1,1,12,231.0,7,1125,True,10,0,5,True,115.5,1617.0,0.09,0.14,0.29,4.99,0.6136986301369863,1077.7260273972602
1305,25338761,0.78,True,Centrum-Oost,52.38,4.887,Entire home/apt,2,1,1,9,218.0,7,1125,True,8,1,5,True,109.0,1526.0,0.11,0.19,0.26,4.99,0.03287671232876712,1069.4109589041095
1306,25339698,0.57,True,Centrum-Oost,52.38,4.887,Entire home/apt,2,1,1,11,242.0,7,1125,True,11,1,5,True,121.0,1694.0,0.09,0.14,0.26,4.99,0.5726027397260274,1144.027397260274
1307,25348531,0.7,True,Oud-Oost,52.38,4.914,Entire home/apt,4,2,3,10,200.0,5,14,True,0,1,4,True,50.0,1000.0,0.08,0.2,0.2,4.99,0.04657534246575343,1138.9041095890411
1308,25391426,0.47,True,Zuid,52.34,4.863,Entire home/apt,2,1,1,6,155.0,5,1125,True,6,0,5,True,77.5,775.0,0.06,0.19,0.23,4.99,0.6164383561643836,908.3150684931506
1309,25409372,0.67,True,Westerpark,52.38,4.887,Entire home/apt,2,1,1,6,120.0,2,30,True,0,2,4,True,60.0,240.0,0.07,0.14,0.2,4.99,0.0,601.5753424657535
1310,25414220,0.89,True,De Baarsjes - Oud-West,52.38,4.87,Entire home/apt,4,2,4,14,260.0,5,30,True,0,0,4,True,65.0,1300.0,0.08,0.13,0.3,4.99,0.0027397260273972603,1319.4657534246576
1311,25421355,1.0,True,Geuzenveld - Slotermeer,52.38,4.812,Entire home/apt,4,2,4,3,100.0,4,20,True,0,0,4,True,25.0,400.0,0.06,0.16,0.21,4.99,0.0,500.32876712328766
1312,25435485,0.73,True,Zuid,52.34,4.848,Entire home/apt,3,2,2,11,140.0,5,365,True,0,0,5,True,46.66,700.0,0.06,0.15,0.2,4.99,0.0,700.0
1313,25436200,1.0,True,De Baarsjes - Oud-West,52.38,4.855,Entire home/apt,4,2,3,9,200.0,3,7,True,0,0,4,True,50.0,600.0,0.06,0.31,0.25,4.99,0.0,1000.0
1314,25463991,0.76,True,Centrum-Oost,52.38,4.887,Entire home/apt,6,3,5,18,429.0,7,1125,True,2,0,4,True,71.5,3003.0,0.1,0.16,0.2,10.99,0.6684931506849315,2031.7260273972602
1315,25500038,0.48,True,Zuid,52.34,4.863,Entire home/apt,2,1,1,10,217.0,3,6,True,12,0,4,True,108.5,651.0,0.1,0.28,0.27,4.99,0.4986301369863014,991.3013698630137
1316,25735095,1.0,True,Oud-Noord,52.4,4.926,Entire home/apt,4,2,2,2,50.0,7,30,True,0,0,4,True,12.5,350.0,0.05,0.14,0.15,2.99,0.0,249.24657534246575
1317,25760744,0.14,True,Bos en Lommer,52.38,4.855,Entire home/apt,2,1,1,5,125.0,10,16,True,1,0,4,True,62.5,1250.0,0.07,0.16,0.16,4.99,0.01643835616438356,623.7671232876712
1318,25775511,0.74,True,Centrum-West,52.38,4.88,Private room,4,1,4,12,294.0,2,1124,True,0,7,4,True,73.5,588.0,0.12,0.29,0.17,4.99,0.6493150684931507,1884.5342465753424
1319,25802945,1.0,True,Geuzenveld - Slotermeer,52.38,4.82,Entire home/apt,2,1,1,7,149.0,5,21,True,0,0,5,True,74.5,745.0,0.06,0.13,0.16,4.99,0.021917808219178082,745.013698630137
1320,25818312,0.4,True,Centrum-Oost,52.38,4.887,Entire home/apt,4,2,2,12,250.0,4,1124,True,3,0,4,True,62.5,1000.0,0.1,0.2,0.22,4.99,0.01643835616438356,1250.0
1321,25898486,0.86,True,Centrum-Oost,52.38,4.906,Entire home/apt,4,2,3,10,250.0,3,365,True,0,2,4,True,62.5,750.0,0.1,0.13,0.26,4.99,0.4958904109589041,1219.890410958904
1322,25902355,1.0,True,De Baarsjes - Oud-West,52.38,4.863,Private room,2,1,1,4,120.0,4,9,True,6,5,4,True,60.0,480.0,0.05,0.16,0.18,4.99,0.12602739726027398,600.0
1323,25960980,1.0,True,Oud-Noord,52.4,4.902,Private room,2,1,1,8,187.0,2,1125,True,15,1,4,True,93.5,374.0,0.06,0.22,0.24,4.99,0.873972602739726,1041.5068493150684
1324,25968358,0.61,True,De Pijp - Rivierenbuurt,52.34,4.9,Private room,2,1,2,5,96.0,4,4,True,8,2,4,True,48.0,384.0,0.05,0.12,0.15,4.99,0.021917808219178082,523.8493150684932
1325,25975448,0.73,True,Centrum-West,52.38,4.895,Private room,4,1,2,12,285.0,1,365,True,1,1,4,True,71.25,285.0,0.11,0.17,0.31,4.99,0.3589041095890411,1822.849315068493
1326,25994034,0.89,True,Centrum-West,52.38,4.883,Entire home/apt,2,1,1,12,185.0,5,21,True,0,0,4,True,92.5,925.0,0.08,0.18,0.23,4.99,0.0027397260273972603,978.8356164383562
1327,26000168,0.0,True,Zuid,52.34,4.85,Entire home/apt,7,4,6,20,450.0,4,1125,True,0,0,4,True,64.3,1800.0,0.11,0.15,0.25,10.99,0.09863013698630137,2250.0
1328,26003691,0.8,True,Bos en Lommer,52.38,4.848,Entire home/apt,4,2,2,11,200.0,4,25,True,0,1,5,True,50.0,800.0,0.1,0.18,0.17,4.99,0.030136986301369864,1000.0
1329,26029298,1.0,True,De Baarsjes - Oud-West,52.38,4.875,Entire home/apt,2,1,2,1,140.0,3,30,True,1,2,4,True,70.0,420.0,0.05,0.14,0.21,4.99,0.0273972602739726,700.0
1330,26035980,1.0,True,Bijlmer-Centrum,52.3,4.957,Private room,2,1,1,6,52.0,1,7,True,0,5,4,True,26.0,52.0,0.06,0.08,0.16,2.99,0.038356164383561646,243.5068493150685
1331,26061816,0.19,True,Zuid,52.34,4.85,Entire home/apt,2,1,2,3,114.0,8,30,True,0,0,5,True,57.0,912.0,0.07,0.16,0.18,4.99,0.0,571.3698630136986
1332,26071272,0.19,True,Zuid,52.34,4.863,Private room,1,1,1,5,89.0,7,1125,True,13,2,5,True,89.0,623.0,0.06,0.1,0.17,4.99,0.4301369863013699,408.3835616438356
1333,26079314,1.0,True,IJburg - Zeeburgereiland,52.38,4.965,Entire home/apt,3,2,2,1,119.0,3,1125,True,0,0,4,True,39.66,357.0,0.09,0.17,0.17,4.99,0.0,596.3698630136986
1334,26105238,0.55,True,Zuid,52.34,4.863,Entire home/apt,2,1,1,2,115.0,3,1125,True,3,0,4,True,57.5,345.0,0.07,0.14,0.16,4.99,0.010958904109589041,593.6986301369863
