,id,host_acceptance_rate,host_is_superhost,neighbourhood,latitude,longitude,room_type,accommodates,bedrooms,beds,amenities,price_in_dollar,minimum_nights,maximum_nights,has_availability,availability_30,number_of_reviews_l30d,review_scores_rating,instant_bookable,price_per_person,minimum_price,discount_per_5_days_booked,discount_per_10_days_booked,discount_per_30_and_more_days_booked,service_cost,available,five_day_dollar_price
449,5819801,0.0,True,De Pijp - Rivierenbuurt,52.34,4.906,Entire home/apt,4,2,2,8,187.0,4,10,True,1,0,4,True,46.75,748.0,0.07,0.2,0.14,4.99,0.024657534246575342,935.8904109589041
450,5822367,0.43,True,Oud-Oost,52.38,4.93,Entire home/apt,2,1,1,10,120.0,14,30,True,0,0,4,True,60.0,1680.0,0.08,0.11,0.2,4.99,0.4246575342465753,600.0
451,5832006,0.48,True,Zuid,52.34,4.87,Entire home/apt,4,2,3,10,307.0,5,1125,True,0,0,4,True,76.75,1535.0,0.13,0.21,0.35,4.99,0.06027397260273973,1536.164383561644
452,5836389,0.89,True,IJburg - Zeeburgereiland,52.38,4.984,Entire home/apt,4,2,4,11,275.0,4,1125,True,0,0,4,True,68.75,1100.0,0.09,0.22,0.27,4.99,0.057534246575342465,1413.6027397260275
453,5865168,0.87,True,Centrum-Oost,52.38,4.906,Private room,4,1,4,3,243.0,3,1125,True,14,2,4,True,60.75,729.0,0.13,0.24,0.3,4.99,0.038356164383561646,1114.4383561643835
454,5881435,0.58,True,Centrum-West,52.38,4.88,Entire home/apt,4,2,4,18,607.0,3,1125,True,0,0,4,True,151.8,1821.0,0.12,0.2,0.22,10.99,0.3863013698630137,3035.6164383561645
455,5882457,1.0,True,Oud-Oost,52.38,4.926,Entire home/apt,2,1,1,5,115.0,3,6,True,0,0,4,True,57.5,345.0,0.06,0.18,0.14,4.99,0.0,640.6849315068494
456,5884996,1.0,True,Zuid,52.34,4.887,Entire home/apt,2,1,1,6,109.0,2,1125,True,0,0,4,True,54.5,218.0,0.09,0.22,0.19,4.99,0.0,606.6164383561644
457,5902525,0.46,True,De Baarsjes - Oud-West,52.34,4.86,Entire home/apt,4,2,3,8,175.0,4,1125,True,0,1,4,True,43.75,700.0,0.08,0.16,0.17,4.99,0.0136986301369863,1132.4520547945206
458,5950023,1.0,True,De Baarsjes - Oud-West,52.38,4.875,Entire home/apt,4,2,4,13,279.0,3,18,True,0,1,4,True,69.75,837.0,0.12,0.2,0.22,4.99,0.0,1301.849315068493
459,5962744,0.62,True,Centrum-Oost,52.38,4.895,Private room,2,1,1,5,85.0,4,1125,True,0,0,4,True,42.5,340.0,0.06,0.12,0.15,4.99,0.0,425.0
460,6003944,0.39,True,De Baarsjes - Oud-West,52.38,4.863,Entire home/apt,3,2,2,2,118.0,2,30,True,1,0,4,True,39.34,236.0,0.06,0.19,0.2,4.99,0.005479452054794521,735.3287671232877
461,6011262,0.0,True,Zuid,52.34,4.887,Entire home/apt,4,2,2,17,250.0,4,30,True,0,0,4,True,62.5,1000.0,0.05,0.22,0.21,4.99,0.6356164383561644,1250.0
462,6068622,1.0,True,Westerpark,52.38,4.87,Entire home/apt,2,1,1,6,109.0,3,17,True,2,8,4,True,54.5,327.0,0.08,0.15,0.18,4.99,0.33972602739726027,528.6986301369863
463,6075433,0.89,True,De Baarsjes - Oud-West,52.38,4.87,Entire home/apt,4,2,3,13,350.0,5,28,True,0,1,4,True,87.5,1750.0,0.1,0.21,0.25,4.99,0.3561643835616438,1779.7260273972602
464,6085243,0.83,True,De Baarsjes - Oud-West,52.38,4.87,Entire home/apt,2,1,1,16,300.0,4,21,True,0,0,4,True,150.0,1200.0,0.09,0.21,0.17,4.99,0.7150684931506849,1553.7671232876712
465,6091841,0.27,True,Oud-Oost,52.38,4.91,Entire home/apt,4,2,1,1,121.0,10,30,True,0,0,4,True,30.25,1210.0,0.07,0.18,0.16,4.99,0.6575342465753424,682.6712328767123
466,6120031,0.97,True,Centrum-West,52.38,4.887,Entire home/apt,4,2,4,13,320.0,3,30,True,0,2,4,True,80.0,960.0,0.09,0.19,0.19,4.99,0.4246575342465753,1600.0
467,6196535,0.56,True,De Baarsjes - Oud-West,52.38,4.848,Entire home/apt,2,1,1,5,130.0,7,16,True,6,1,4,True,65.0,910.0,0.06,0.17,0.23,4.99,0.03561643835616438,709.1780821917808
468,6196745,0.64,True,De Baarsjes - Oud-West,52.38,4.867,Entire home/apt,2,1,2,1,99.0,5,1125,True,0,0,4,True,49.5,495.0,0.04,0.09,0.15,4.99,0.0,495.8767123287671
469,6236389,0.48,True,Westerpark,52.38,4.875,Entire home/apt,4,2,2,11,275.0,2,1125,True,0,0,4,True,68.75,550.0,0.09,0.22,0.26,4.99,0.4876712328767123,1401.3698630136987
470,6243633,0.62,True,Oud-Noord,52.4,4.92,Entire home/apt,5,3,5,8,220.0,4,1125,True,0,2,4,True,44.0,880.0,0.08,0.1,0.19,4.99,0.00821917808219178,1282.5616438356165
471,6255736,1.0,True,De Baarsjes - Oud-West,52.38,4.875,Entire home/apt,4,2,2,4,149.0,5,1125,True,0,0,4,True,37.25,745.0,0.06,0.14,0.17,4.99,0.0,745.0
472,6259402,0.0,True,Centrum-West,52.38,4.883,Entire home/apt,4,2,3,11,250.0,4,32,True,1,0,4,True,62.5,1000.0,0.06,0.18,0.27,4.99,0.36164383561643837,1250.0
473,6260326,0.81,True,Centrum-West,52.38,4.875,Entire home/apt,4,2,4,6,350.0,3,22,True,0,0,4,True,87.5,1050.0,0.12,0.28,0.3,4.99,0.010958904109589041,1760.958904109589
474,6283404,0.97,True,Geuzenveld - Slotermeer,52.38,4.836,Entire home/apt,4,2,2,10,148.0,3,30,True,1,1,4,True,37.0,444.0,0.08,0.19,0.21,4.99,0.038356164383561646,677.6986301369863
475,6285243,0.76,True,Centrum-Oost,52.38,4.906,Entire home/apt,2,1,1,13,279.0,1,6,True,0,0,4,True,139.5,279.0,0.04,0.36,0.23,4.99,0.3424657534246575,1369.5068493150684
476,6323190,0.0,True,IJburg - Zeeburgereiland,52.38,4.977,Entire home/apt,2,1,2,3,132.0,5,7,True,0,0,4,True,66.0,660.0,0.05,0.15,0.16,4.99,0.2493150684931507,699.4246575342465
477,6340144,0.59,True,Oud-Noord,52.38,4.945,Entire home/apt,4,2,5,4,150.0,3,1125,True,0,0,4,True,37.5,450.0,0.06,0.16,0.2,4.99,0.0027397260273972603,793.7397260273973
478,6358749,0.78,True,Centrum-West,52.38,4.883,Entire home/apt,2,1,1,2,199.0,3,16,True,0,2,4,True,99.5,597.0,0.08,0.19,0.18,4.99,0.00821917808219178,995.0
479,6371658,0.55,True,Bos en Lommer,52.38,4.855,Entire home/apt,3,2,3,10,240.0,3,10,True,1,0,4,True,80.0,720.0,0.08,0.17,0.22,4.99,0.34794520547945207,1200.0
480,6372597,0.6,True,Centrum-West,52.38,4.88,Entire home/apt,2,1,1,14,336.0,7,16,True,0,0,4,True,168.0,2352.0,0.02,0.21,0.26,4.99,0.0,1678.4931506849316
481,6375033,0.0,True,Oud-Noord,52.38,4.918,Private room,2,1,1,4,107.0,3,30,True,16,1,5,True,53.5,321.0,0.05,0.16,0.17,4.99,0.22465753424657534,490.4109589041096
482,6392669,0.64,True,Noord-West,52.4,4.906,Entire home/apt,4,2,3,5,180.0,4,1125,True,0,0,4,True,45.0,720.0,0.09,0.2,0.2,4.99,0.0,900.0
483,6429875,0.74,True,Noord-West,52.4,4.906,Entire home/apt,6,3,3,15,225.0,4,1125,True,0,0,4,True,37.5,900.0,0.12,0.18,0.23,4.99,0.0136986301369863,1124.7945205479452
484,6430582,0.5,True,De Baarsjes - Oud-West,52.38,4.867,Entire home/apt,4,2,3,26,645.0,4,14,True,0,0,4,True,161.2,2580.0,0.08,0.11,0.33,10.99,0.06027397260273973,3225.0
485,6441316,0.73,True,De Pijp - Rivierenbuurt,52.34,4.887,Private room,2,1,3,7,97.0,1,40,True,2,8,4,True,48.5,97.0,0.06,0.11,0.16,4.99,0.3150684931506849,637.5616438356165
486,6442389,0.95,True,De Pijp - Rivierenbuurt,52.34,4.91,Entire home/apt,4,2,3,13,300.0,5,10,True,0,0,4,True,75.0,1500.0,0.08,0.24,0.29,4.99,0.021917808219178082,1487.6712328767123
487,6447564,0.61,True,De Pijp - Rivierenbuurt,52.34,4.895,Entire home/apt,4,2,3,4,126.0,3,28,True,0,0,5,True,31.5,378.0,0.06,0.2,0.15,4.99,0.0027397260273972603,1060.9041095890411
488,6463787,0.6,True,Noord-Oost,52.4,5.027,Entire home/apt,3,2,2,6,85.0,3,1125,True,0,0,4,True,28.33,255.0,0.05,0.12,0.14,4.99,0.26301369863013696,425.0
489,6471162,0.69,True,Centrum-Oost,52.38,4.89,Entire home/apt,4,2,2,4,160.0,5,12,True,0,0,4,True,40.0,800.0,0.08,0.13,0.27,4.99,0.0273972602739726,815.8219178082192
490,6487791,1.0,True,De Baarsjes - Oud-West,52.38,4.86,Private room,2,1,4,6,100.0,3,1125,True,0,0,4,True,50.0,300.0,0.05,0.13,0.18,4.99,0.0,500.0
491,6524982,0.67,True,De Baarsjes - Oud-West,52.38,4.867,Entire home/apt,4,2,5,14,320.0,4,1125,True,0,0,4,True,80.0,1280.0,0.13,0.28,0.22,4.99,0.0,1600.0
492,6532120,1.0,True,Bos en Lommer,52.38,4.863,Entire home/apt,2,1,1,1,105.0,4,30,True,0,0,4,True,52.5,420.0,0.07,0.16,0.19,4.99,0.0,523.4931506849315
493,6594177,0.76,True,Centrum-West,52.38,4.88,Entire home/apt,2,1,1,9,200.0,3,1125,True,0,0,4,True,100.0,600.0,0.07,0.18,0.22,4.99,0.0,1000.0
494,6605182,0.78,True,Centrum-Oost,52.38,4.9,Private room,2,1,1,6,238.0,1,1125,True,4,3,4,True,119.0,238.0,0.03,0.16,0.24,4.99,0.11232876712328767,1259.3424657534247
495,6619931,0.6,True,De Baarsjes - Oud-West,52.38,4.867,Entire home/apt,4,2,3,15,280.0,3,1125,True,0,0,4,True,70.0,840.0,0.1,0.19,0.28,4.99,0.010958904109589041,1403.835616438356
496,6629852,0.46,True,Centrum-Oost,52.38,4.906,Private room,2,1,1,4,120.0,3,730,True,0,0,4,True,60.0,360.0,0.07,0.11,0.16,4.99,0.0,616.986301369863
497,6633038,0.1,True,Centrum-West,52.38,4.88,Entire home/apt,4,2,4,10,282.0,3,1125,True,0,0,4,True,70.5,846.0,0.15,0.13,0.25,4.99,0.0,1410.6164383561643
498,6656481,1.0,True,Westerpark,52.38,4.867,Entire home/apt,2,1,2,8,130.0,3,40,True,0,0,4,True,65.0,390.0,0.07,0.15,0.15,4.99,0.010958904109589041,651.0958904109589
499,6668354,0.88,True,Centrum-West,52.38,4.89,Private room,2,1,2,5,105.0,3,1125,True,4,4,4,True,52.5,315.0,0.05,0.16,0.18,4.99,0.6054794520547945,525.0
500,6718474,0.75,True,Centrum-West,52.38,4.883,Entire home/apt,2,1,1,6,164.0,5,30,True,0,0,4,True,82.0,820.0,0.07,0.14,0.24,4.99,0.0,821.2328767123288
501,6727439,0.67,True,De Baarsjes - Oud-West,52.38,4.855,Entire home/apt,2,1,1,2,112.0,4,19,True,0,0,5,True,56.0,448.0,0.07,0.14,0.17,4.99,0.0,560.0
502,6732776,0.09,True,Zuid,52.34,4.875,Entire home/apt,4,2,3,11,300.0,2,30,True,0,0,4,True,75.0,600.0,0.13,0.22,0.25,4.99,0.049315068493150684,1539.7260273972602
503,6735459,0.5,True,Centrum-West,52.38,4.887,Entire home/apt,2,1,1,6,185.0,7,180,True,3,2,4,True,92.5,1295.0,0.08,0.17,0.2,4.99,0.5616438356164384,944.986301369863
504,6745944,0.53,True,Westerpark,52.38,4.87,Entire home/apt,2,1,1,7,126.0,4,1124,True,5,1,4,True,63.0,504.0,0.07,0.23,0.18,4.99,0.09041095890410959,440.2054794520548
505,6764251,1.0,True,Westerpark,52.38,4.87,Entire home/apt,4,2,2,13,269.0,6,30,True,0,0,4,True,67.25,1614.0,0.1,0.19,0.18,4.99,0.0,1345.0
506,6781848,1.0,True,Bos en Lommer,52.38,4.855,Entire home/apt,2,1,1,10,170.0,3,60,True,0,0,4,True,85.0,510.0,0.07,0.22,0.22,4.99,0.030136986301369864,839.6712328767123
507,6801759,1.0,True,De Baarsjes - Oud-West,52.38,4.875,Private room,2,1,1,6,120.0,3,1125,True,0,1,4,True,60.0,360.0,0.07,0.14,0.2,4.99,0.005479452054794521,484.2054794520548
508,6803889,0.5,True,Zuid,52.34,4.86,Entire home/apt,4,2,2,13,207.0,2,1125,True,17,3,4,True,51.75,414.0,0.06,0.21,0.3,4.99,0.9315068493150684,1035.6164383561643
509,6806602,0.0,True,Oud-Noord,52.4,4.902,Entire home/apt,4,2,3,15,258.0,3,30,True,0,0,4,True,64.5,774.0,0.12,0.21,0.16,4.99,0.049315068493150684,1480.958904109589
510,6816107,1.0,True,De Baarsjes - Oud-West,52.38,4.855,Entire home/apt,2,1,1,1,129.0,4,1125,True,0,2,4,True,64.5,516.0,0.07,0.16,0.17,4.99,0.0273972602739726,612.6027397260274
511,6819536,0.6,True,Centrum-Oost,52.38,4.91,Entire home/apt,2,1,1,9,164.0,5,1125,True,0,3,4,True,82.0,820.0,0.08,0.17,0.18,4.99,0.6301369863013698,803.3561643835617
512,6819794,0.2,True,Oud-Oost,52.34,4.91,Entire home/apt,2,1,1,7,180.0,28,31,True,20,0,4,True,90.0,5040.0,0.07,0.19,0.15,4.99,0.7753424657534247,900.0
513,6820290,0.58,True,Centrum-Oost,52.38,4.91,Entire home/apt,2,1,1,3,170.0,30,1125,True,4,0,4,True,85.0,5100.0,0.07,0.17,0.21,4.99,0.42191780821917807,837.054794520548
514,6826043,0.0,True,Oud-Noord,52.4,4.914,Entire home/apt,4,2,2,8,210.0,4,30,True,7,0,4,True,52.5,840.0,0.06,0.17,0.18,4.99,0.0821917808219178,1050.0
515,6830226,0.24,True,Oud-Oost,52.34,4.914,Entire home/apt,1,1,1,5,89.0,5,11,True,4,0,4,True,89.0,445.0,0.06,0.11,0.16,4.99,0.7780821917808219,445.0
516,6838383,1.0,True,Centrum-West,52.38,4.88,Entire home/apt,2,1,1,4,150.0,3,30,True,0,0,4,True,75.0,450.0,0.1,0.25,0.19,4.99,0.0,929.6575342465753
517,6845563,0.63,True,Oud-Oost,52.38,4.926,Entire home/apt,2,1,1,1,110.0,5,20,True,0,0,4,True,55.0,550.0,0.06,0.15,0.12,4.99,0.03561643835616438,566.027397260274
518,6850043,0.62,True,Noord-Oost,52.38,4.965,Entire home/apt,4,2,4,7,119.0,3,14,True,3,2,4,True,29.75,357.0,0.07,0.1,0.16,4.99,0.10684931506849316,595.0
519,6863052,0.52,True,De Pijp - Rivierenbuurt,52.34,4.906,Entire home/apt,2,1,1,7,250.0,4,1125,True,0,0,4,True,125.0,1000.0,0.1,0.27,0.18,4.99,0.0,1250.0
520,6907368,0.13,True,Centrum-West,52.38,4.883,Entire home/apt,2,1,1,6,250.0,4,1125,True,5,1,4,True,125.0,1000.0,0.1,0.27,0.35,4.99,0.4383561643835616,1250.0
521,6920719,0.73,True,De Baarsjes - Oud-West,52.38,4.867,Private room,2,1,1,4,110.0,4,30,True,4,5,4,True,55.0,440.0,0.05,0.17,0.18,4.99,0.7506849315068493,544.2876712328767
522,6942100,0.0,True,De Pijp - Rivierenbuurt,52.34,4.89,Entire home/apt,2,1,1,8,132.0,3,22,True,0,0,4,True,66.0,396.0,0.06,0.14,0.19,4.99,0.0,659.2465753424658
523,6966341,0.33,True,Centrum-West,52.38,4.883,Entire home/apt,4,2,3,15,500.0,3,1125,True,1,0,4,True,125.0,1500.0,0.09,0.1,0.26,10.99,0.019178082191780823,2500.0
524,6982667,1.0,True,Oud-Noord,52.4,4.92,Entire home/apt,4,2,3,4,150.0,3,1125,True,0,0,4,True,37.5,450.0,0.06,0.23,0.2,4.99,0.0,762.972602739726
525,6989796,0.55,True,Centrum-Oost,52.38,4.895,Entire home/apt,3,2,2,9,195.0,7,1125,True,0,0,4,True,65.0,1365.0,0.07,0.28,0.17,4.99,0.13424657534246576,873.7534246575342
526,7007415,1.0,True,Oud-Oost,52.34,4.91,Entire home/apt,2,1,1,5,180.0,4,14,True,0,0,4,True,90.0,720.0,0.07,0.23,0.23,4.99,0.0,900.0
527,7015007,0.0,True,Bos en Lommer,52.38,4.85,Entire home/apt,4,2,2,3,275.0,10,365,True,0,0,4,True,68.75,2750.0,0.09,0.2,0.25,4.99,0.9041095890410958,1375.0
528,7017061,0.2,True,Oostelijk Havengebied - Indische Buurt,52.38,4.94,Entire home/apt,4,2,4,4,110.0,3,14,True,0,0,5,True,27.5,330.0,0.08,0.1,0.17,4.99,0.0,550.0
529,7058094,0.0,True,Zuid,52.34,4.85,Entire home/apt,5,3,3,16,333.0,7,30,True,5,0,4,True,66.6,2331.0,0.1,0.2,0.32,4.99,0.7095890410958904,1665.0
530,7109857,0.83,True,IJburg - Zeeburgereiland,52.38,4.977,Entire home/apt,4,2,2,4,159.0,4,8,True,0,0,4,True,39.75,636.0,0.06,0.17,0.18,4.99,0.0,792.7397260273973
531,7111455,1.0,True,Noord-West,52.44,4.887,Private room,3,1,3,5,75.0,3,7,True,9,3,4,True,25.0,225.0,0.06,0.12,0.17,4.99,0.06027397260273973,422.3150684931507
532,7159415,0.9,True,De Baarsjes - Oud-West,52.38,4.848,Entire home/apt,2,1,1,3,122.0,7,12,True,1,0,4,True,61.0,854.0,0.06,0.1,0.19,4.99,0.0684931506849315,550.4794520547945
533,7201865,0.89,True,De Baarsjes - Oud-West,52.38,4.86,Entire home/apt,2,1,1,2,109.0,3,30,True,0,0,4,True,54.5,327.0,0.06,0.16,0.21,4.99,0.0,544.945205479452
534,7224738,1.0,True,De Baarsjes - Oud-West,52.38,4.875,Private room,2,1,1,3,133.0,3,1125,True,0,0,4,True,66.5,399.0,0.07,0.1,0.16,4.99,0.4136986301369863,664.2465753424658
535,7260210,1.0,True,Bos en Lommer,52.38,4.85,Entire home/apt,2,1,2,11,206.0,3,7,True,1,2,4,True,103.0,618.0,0.07,0.25,0.18,4.99,0.08767123287671233,937.1917808219179
536,7324648,1.0,True,De Baarsjes - Oud-West,52.38,4.867,Entire home/apt,5,3,4,14,231.0,3,35,True,0,1,4,True,46.2,693.0,0.06,0.21,0.28,4.99,0.010958904109589041,1154.5616438356165
537,7332860,0.0,True,IJburg - Zeeburgereiland,52.34,4.996,Private room,1,1,1,1,45.0,180,1125,True,0,0,4,True,45.0,8100.0,0.11,0.09,0.16,0.99,0.3424657534246575,240.54794520547946
538,7335372,1.0,True,De Baarsjes - Oud-West,52.38,4.86,Private room,2,1,1,7,186.0,1,1125,True,4,1,4,True,93.0,186.0,0.08,0.21,0.18,4.99,0.7945205479452054,1620.945205479452
539,7338230,0.69,True,Centrum-Oost,52.38,4.93,Entire home/apt,4,2,4,16,229.0,4,1125,True,0,0,4,True,57.25,916.0,0.11,0.07,0.21,4.99,0.0,1125.6849315068494
540,7352133,0.67,True,De Baarsjes - Oud-West,52.38,4.855,Entire home/apt,3,2,2,5,156.0,4,1125,True,0,1,5,True,52.0,624.0,0.08,0.22,0.19,4.99,0.0,782.0410958904109
541,7379564,1.0,True,De Baarsjes - Oud-West,52.34,4.85,Entire home/apt,4,2,2,11,307.0,3,31,True,3,1,4,True,76.75,921.0,0.16,0.26,0.26,4.99,0.00821917808219178,1010.2739726027397
542,7382264,0.0,True,IJburg - Zeeburgereiland,52.34,4.996,Private room,2,1,1,1,45.0,180,1125,True,30,0,4,True,22.5,8100.0,0.09,0.1,0.14,0.99,0.0958904109589041,237.8082191780822
543,7394725,0.5,True,Bos en Lommer,52.38,4.855,Entire home/apt,2,1,1,1,131.0,800,1125,True,25,0,4,True,65.5,104800.0,0.05,0.15,0.16,4.99,0.8931506849315068,653.4931506849315
544,7450864,0.54,True,Oud-Noord,52.38,4.918,Entire home/apt,2,1,1,10,129.0,3,1125,True,0,0,4,True,64.5,387.0,0.07,0.16,0.2,4.99,0.0,545.6301369863014
545,7511434,0.11,True,Oostelijk Havengebied - Indische Buurt,52.38,4.94,Entire home/apt,4,2,4,3,140.0,3,1125,True,0,0,4,True,35.0,420.0,0.06,0.14,0.18,4.99,0.23013698630136986,700.0
546,7539137,0.55,True,De Baarsjes - Oud-West,52.38,4.855,Entire home/apt,2,1,1,5,104.0,3,30,True,0,1,4,True,52.0,312.0,0.05,0.11,0.18,4.99,0.0,521.3698630136986
547,7555544,0.46,True,Oud-Oost,52.34,4.918,Entire home/apt,4,2,2,9,271.0,4,1125,True,0,0,4,True,67.75,1084.0,0.07,0.33,0.19,4.99,0.3835616438356164,1356.849315068493
548,7566493,0.88,True,De Pijp - Rivierenbuurt,52.34,4.906,Entire home/apt,3,2,1,16,199.0,3,60,True,5,0,4,True,66.3,597.0,0.06,0.2,0.21,4.99,0.0136986301369863,993.6301369863014
549,7597331,1.0,True,De Baarsjes - Oud-West,52.38,4.86,Entire home/apt,2,1,1,2,94.0,3,7,True,6,1,4,True,47.0,282.0,0.07,0.08,0.15,4.99,0.01643835616438356,631.4520547945206
550,7675556,0.91,True,Zuid,52.34,4.86,Entire home/apt,4,2,5,4,145.0,3,1125,True,0,0,5,True,36.25,435.0,0.06,0.16,0.17,4.99,0.0,777.6712328767123
551,7704803,1.0,True,Centrum-Oost,52.38,4.902,Entire home/apt,4,2,3,6,304.0,3,1125,True,0,2,4,True,76.0,912.0,0.07,0.15,0.29,4.99,0.6328767123287671,1487.054794520548
552,7704893,0.08,True,De Baarsjes - Oud-West,52.38,4.855,Entire home/apt,2,1,1,4,100.0,1,2,True,11,0,4,True,50.0,100.0,0.08,0.17,0.19,4.99,0.9095890410958904,581.027397260274
553,7743717,0.0,True,De Pijp - Rivierenbuurt,52.34,4.895,Entire home/apt,4,2,3,20,600.0,4,21,True,26,0,4,True,150.0,2400.0,0.2,0.17,0.26,10.99,0.4547945205479452,2435.6164383561645
554,7757866,0.28,True,De Pijp - Rivierenbuurt,52.34,4.906,Entire home/apt,3,2,1,9,69.0,3,1125,True,0,0,4,True,23.0,207.0,0.04,0.1,0.16,2.99,0.0,505.8904109589041
555,7786634,0.67,True,Westerpark,52.38,4.87,Entire home/apt,2,1,1,9,220.0,2,1125,True,0,0,4,True,110.0,440.0,0.08,0.2,0.17,4.99,0.0027397260273972603,1100.0
556,7786801,1.0,True,Bos en Lommer,52.38,4.86,Entire home/apt,2,1,1,2,130.0,5,26,True,0,0,4,True,65.0,650.0,0.08,0.18,0.17,4.99,0.0,650.0
557,7787732,0.8,True,De Baarsjes - Oud-West,52.38,4.86,Entire home/apt,2,1,1,4,120.0,3,40,True,0,0,4,True,60.0,360.0,0.05,0.14,0.16,4.99,0.0,600.0
558,7864783,1.0,True,Westerpark,52.38,4.87,Entire home/apt,2,1,1,6,105.0,2,14,True,8,2,4,True,52.5,210.0,0.07,0.17,0.21,4.99,0.021917808219178082,562.7397260273973
559,7895182,0.97,True,Bos en Lommer,52.38,4.84,Private room,2,1,1,2,86.0,3,6,True,1,2,4,True,43.0,258.0,0.05,0.12,0.15,4.99,0.0410958904109589,394.32876712328766
560,7911798,0.79,True,De Pijp - Rivierenbuurt,52.34,4.895,Entire home/apt,2,1,1,3,209.0,3,65,True,0,1,4,True,104.5,627.0,0.09,0.14,0.22,4.99,0.0136986301369863,1012.5342465753424
561,7924857,0.67,True,De Baarsjes - Oud-West,52.38,4.867,Entire home/apt,6,3,5,15,492.0,2,1125,True,0,3,4,True,82.0,984.0,0.08,0.27,0.28,10.99,0.0,2486.780821917808
562,7925449,0.71,True,Zuid,52.34,4.883,Entire home/apt,4,2,2,9,179.0,3,31,True,7,6,4,True,44.75,537.0,0.07,0.17,0.2,4.99,0.07397260273972603,947.945205479452
563,7932992,0.48,True,Zuid,52.34,4.86,Entire home/apt,3,2,2,8,135.0,5,1125,True,0,1,4,True,45.0,675.0,0.06,0.19,0.15,4.99,0.021917808219178082,755.8493150684932
564,7981030,0.8,True,Bos en Lommer,52.38,4.863,Entire home/apt,2,1,2,4,175.0,6,30,True,3,2,4,True,87.5,1050.0,0.07,0.15,0.13,4.99,0.00821917808219178,885.8219178082192
565,8006682,0.67,True,De Baarsjes - Oud-West,52.38,4.87,Entire home/apt,4,2,8,17,550.0,3,31,True,0,0,4,True,137.5,1650.0,0.13,0.17,0.31,10.99,0.0,2867.8082191780823
566,8021127,0.43,True,Westerpark,52.38,4.87,Entire home/apt,2,1,1,4,125.0,3,1125,True,0,0,4,True,62.5,375.0,0.07,0.14,0.2,4.99,0.32602739726027397,625.0
567,8073314,1.0,True,Oud-Noord,52.4,4.914,Entire home/apt,4,2,3,9,250.0,3,30,True,0,1,5,True,62.5,750.0,0.13,0.27,0.26,4.99,0.0410958904109589,1258.7260273972602
568,8079259,1.0,True,Centrum-West,52.38,4.887,Entire home/apt,4,2,2,4,160.0,3,1125,True,5,2,4,True,40.0,480.0,0.07,0.2,0.19,4.99,0.3780821917808219,834.4520547945206
569,8100829,0.81,True,Centrum-Oost,52.38,4.914,Entire home/apt,2,1,1,12,175.0,6,1125,True,0,0,4,True,87.5,1050.0,0.07,0.22,0.21,4.99,0.0027397260273972603,867.4657534246576
570,8146052,0.09,True,Centrum-West,52.38,4.883,Entire home/apt,2,1,1,6,150.0,3,20,True,0,0,5,True,75.0,450.0,0.07,0.19,0.17,4.99,0.0,750.0
571,8187901,0.76,True,Centrum-Oost,52.38,4.89,Private room,2,1,1,9,150.0,3,1125,True,2,3,4,True,75.0,450.0,0.07,0.16,0.19,4.99,0.030136986301369864,805.3972602739726
572,8188948,0.85,True,Centrum-West,52.38,4.895,Private room,2,1,1,10,200.0,3,25,True,5,4,4,True,100.0,600.0,0.11,0.21,0.25,4.99,0.36164383561643837,1212.9041095890411
573,8189988,0.68,True,De Pijp - Rivierenbuurt,52.34,4.89,Entire home/apt,2,1,1,6,175.0,3,6,True,0,1,4,True,87.5,525.0,0.08,0.2,0.18,4.99,0.1780821917808219,861.3013698630137
574,8196105,1.0,True,De Baarsjes - Oud-West,52.38,4.867,Entire home/apt,4,2,4,14,325.0,4,1125,True,0,0,5,True,81.25,1300.0,0.08,0.28,0.27,4.99,0.0,1625.0
575,8278300,0.38,True,De Pijp - Rivierenbuurt,52.34,4.91,Entire home/apt,2,1,2,9,165.0,6,1125,True,8,1,4,True,82.5,990.0,0.07,0.2,0.21,4.99,0.057534246575342465,964.7534246575342
576,8384069,0.53,True,Centrum-West,52.38,4.88,Private room,1,1,1,4,75.0,4,60,True,1,1,4,True,75.0,300.0,0.06,0.1,0.17,4.99,0.410958904109589,349.86301369863014
577,8475898,0.24,True,De Baarsjes - Oud-West,52.38,4.863,Entire home/apt,2,1,1,5,110.0,5,1125,True,3,0,4,True,55.0,550.0,0.08,0.17,0.18,4.99,0.5698630136986301,569.0958904109589
578,8535626,0.34,True,Oud-Noord,52.4,4.906,Entire home/apt,4,2,3,7,180.0,5,20,True,0,0,4,True,45.0,900.0,0.08,0.12,0.24,4.99,0.00821917808219178,900.0
579,8551630,0.53,True,De Baarsjes - Oud-West,52.38,4.875,Entire home/apt,4,2,2,10,295.0,3,14,True,0,2,4,True,73.75,885.0,0.12,0.17,0.21,4.99,0.010958904109589041,1489.5205479452054
580,8578108,0.0,True,Oud-Oost,52.34,4.92,Entire home/apt,5,3,5,14,349.0,5,30,True,0,0,4,True,69.8,1745.0,0.14,0.26,0.28,4.99,0.4383561643835616,1745.0
581,8584779,0.39,True,Centrum-West,52.38,4.883,Entire home/apt,2,1,1,13,120.0,5,29,True,0,0,5,True,60.0,600.0,0.05,0.16,0.17,4.99,0.0,600.4931506849315
